¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
µf¸ô¶m,¤g¦a,µf¸ô¬q121~150¦a¸¹,10002.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8200000,820,,0.0,0,,RPSNMLKLLHKFFEQ98CA
µf¸ô¶m,¤g¦a,ñF¤l¸}¬q91~120¦a¸¹,1023.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2413700,2359,,0.0,0,,RPTNMLKLLHKFFEQ09CA
¦Ë±T¶m,¤g¦a,úß¤l¬ì¬q151~180¦a¸¹,9776.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1750000,179,,0.0,0,,RPQNMLNLLHKFFEQ09CA
¤¤®H¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤¤®H¶mªÀ¤f§ø20¾F?¥JªL31~60¸¹,85.94,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0770108,212.34,7,2,3,¦³,µL,6250000,29434,,0.0,0,,RPOOMLKLLHKFFDQ58CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m«n©M§ø«á¼d61~90¸¹,154.1,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10401,¤g¦a3«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0871124,124.21,3,3,3,¦³,µL,2100000,16907,,0.0,0,,RPQNMLLLLHKFFDQ78CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]¥_´ä¸ô¤G¬q403«Ñ241~270¸¹,84.93,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0820109,167.49,4,2,3,¦³,µL,3000000,17912,,0.0,0,,RPTOMLNLLHKFFDQ76CA
¤ô¤W¶m,¤g¦a,¬h¶m¬q1201~1230¦a¸¹,12.09,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,50000,4136,,0.0,0,,RPTNMLPLLHKFFDQ86CA
¤Ó«O¥«,¤g¦a,¹L·¾¬q¹L·¾¤p¬q1441~1470¦a¸¹,4442.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7551400,1700,,0.0,0,,RPTNMLKLLHKFFDQ98CA
¤ô¤W¶m,¤g¦a,¤jÔ³§À¬q361~390¦a¸¹,960.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8439000,8791,,0.0,0,¥»¥Ó³øªí«Y¸g·í¨Æ¤H´£¨Ñ¸ê®ÆÄÝ¹ê¡C,RPUNMLKLLHKFFDQ09CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¹Å¸q¿¤¥Á¶¯¶m¥_¤æ§ø·s¥¿¤­µó31~60¸¹,44.6,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a0«Øª«1¨®¦ì0,¤­¼h,5,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0910725,145.29,3,2,2,¦³,¦³,1850000,12733,©Y¹D¥­­±,0.0,0,,RPUOMLKMLHKFFCQ56CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m?,39.54,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850209,89.63,2,2,1,¦³,¦³,1620000,18074,,0.0,0,,RPRNMLKLLHKFFCQ68CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¿³«n§øÀY¾ô661~690¸¹,112.19,¦í,,,10402,¤g¦a3«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0690620,101.4,3,1,2,¦³,µL,1000000,9862,,0.0,0,¤Gµ¥¿Ë¤§¶¡¶R½æ,RPPNMLNLLHKFFCQ78CA
·s´ä¶m,¤g¦a,¤T¶¡­í¬q61~90¦a¸¹,2630.55,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3000000,1140,,0.0,0,,RPRNMLNLLHKFFCQ98CA
¥¬³UÂí,¤g¦a,·s«n¬q91~120¦a¸¹,172.63,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1473600,8536,,0.0,0,,RPPNMLKLLHKFFBQ38CA
¤»¸}¶m,¤g¦a,§ó¼d¬q181~210¦a¸¹,779.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,241490,310,,0.0,0,,RPRNMLKLLHKFFBQ58CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¤j?·}1036«Ñ2§Ë1~30¸¹,106.35,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10401,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970408,317.82,4,2,2,¦³,¦³,6600000,20766,,0.0,0,,RPQNMLOLLHKFFBQ88CA
¦µ¤l¥«,¤g¦a,Âù·Ë¤f¬qÂù·Ë¤p¬q721~750¦a¸¹,3185.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7007000,2200,,0.0,0,,RPRNMLOLLHKFFBQ98CA
¥Á¶¯¶m,¤g¦a,¦n¦¬¬q¦n¦¬¤p¬q1051~1080¦a¸¹,2201.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5459000,2480,,0.0,0,,RPOOMLOLLHKFFCQ88CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mª÷¿³§ø22¾F©¾¸q¸ô61~90¸¹,100.31,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0830105,204.42,4,2,2,¦³,µL,4700000,22992,,0.0,0,,RPUNMLPLLHKFFCQ86CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mªF¿³§ø4¾F¸­¤l¼d¸ô31~60¸¹,113.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810731,132.9,3,2,2,¦³,µL,1700000,12792,,0.0,0,,RPUNMLOKMHKFFCQ76CA
·s´ä¶m,¤g¦a,¤½¶é¬q1081~1110¦a¸¹,165.0,¦í,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2576475,15615,,0.0,0,,RPWNMLTJMHKFFCQ37CA
¤Ó«O¥«,¤g¦a,¹Å·s¬q601~630¦a¸¹,71.76,¦í,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,938000,13071,,0.0,0,,RPUNMLKMLHKFFDQ56CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó181~210¸¹,104.0,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031227,172.64,4,2,3,¦³,µL,5600000,32437,,0.0,0,,RPPNMLTLLHKFFDQ86CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,123.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031227,169.31,4,2,3,¦³,µL,5200000,30713,,0.0,0,,RPQNMLTLLHKFFDQ96CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,123.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031227,169.31,4,2,3,¦³,µL,4990000,29473,,0.0,0,,RPRNMLTLLHKFFDQ07CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¤U¼d1~30¸¹,82.72,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820422,186.9,4,3,3,¦³,µL,3800000,20332,,0.0,0,,RPPNMLNLLHKFFDQ98DA
¥Á¶¯¶m,¤g¦a,¤j±T¬q2311~2340¦a¸¹,762.84,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1200000,1573,,0.0,0,1.¥»¥ó¶R½æ¼Ðªº³¡¤À­±¿n¬ù106¥­¤è¤½¤Ø(¥H¹ê»Ú¼x¦¬­±¿n¬°·Ç)¬°¡u¦µ¤l·Ë¤ä¬y±Æ¤ô¨t²Î-¥Á¶¯¤j±T¦a°Ï¤À¬x§ïµ½¤uµ{¡v©Ò¹w©w¼x¦¬½d³ò¡A¨Ã¤w§¹¦¨¾Q³]±Æ¤ô¨t²Î¡A¼x¦¬¸ÉÀv¶OÂà²¾¥Ñ·s¦a¥D»â¨ú¡C2.¥»¥ó¶R½æ¼Ðªº¦è°¼¦³±Æ¤ô²[ºÞ¡C,RPVNMLOLLHKFFCQ96DA
¦Ë±T¶m,¤g¦a,½v­í¼d¬q421~450¦a¸¹,432.67,,¤@¯ë¹A·~°Ï,¤þºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,500000,1156,,0.0,0,,RPQNMLOLLHKFFEQ76EA
¥Á¶¯¶m,¤g¦a,µf¤l¬qµf¤l¤p¬q661~690¦a¸¹,4397.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5716100,1300,,0.0,0,,RPUNMLOLLHKFFCQ96EA
¤¤®H¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤¤®H¶m©M¿³§ø«áÉÜ39«Ñ91~120¸¹,80.28,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0910816,148.71,4,2,3,¦³,µL,5560000,37388,,0.0,0,,RPPNMLPLLHKFFDQ56DA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m·Ë¬w§ø¥~·Ë¬w481~510¸¹,97.82,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860103,159.49,4,2,3,¦³,µL,3350000,21004,,0.0,0,,RPQNMLQJMHKFFDQ56CA
¤ô¤W¶m,¤g¦a,¤jÔ³§À¬q¤jÔ³¤p¬q61~90¦a¸¹,2282.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4300000,1884,,0.0,0,,RPXNMLTJMHKFFDQ57CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,123.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031227,169.31,4,2,3,¦³,µL,4580000,27051,,0.0,0,,RPSNMLTLLHKFFDQ17CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,124.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031227,169.31,4,2,3,¦³,µL,5000000,29532,,0.0,0,,RPTNMLTLLHKFFDQ27CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¤ôÀY§ø¤¤¿³¸ô90«Ñ1~30¸¹,98.17,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030421,171.12,4,2,3,¦³,µL,5660000,33076,,0.0,0,,RPUNMLPLLHKFFDQ96CA
¤ô¤W¶m,¤g¦a,¤û¸Y®H¬q271~300¦a¸¹,7014.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5000000,713,,0.0,0,,RPSNMLQLLHKFFDQ86CA
¤ô¤W¶m,¤g¦a,¤T¬É®H¬q571~600¦a¸¹,16505.5,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10402,¤g¦a7«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,19806600,1200,,0.0,0,»ùª÷Âù¤è¦Û¦æ¥æ¥I¡C,RPPNMLOLLHKFFDQ98CA
¤jªLÂí,¤g¦a,±Æ¤l¸ô¬q±Æ¤l¸ô¤p¬q181~210¦a¸¹,1404.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10303,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2127060,1515,,0.0,0,,RPQNMLQLLHKFFCQ56CA
¥Á¶¯¶m,¤g¦a,¥Á¥_¬q631~660¦a¸¹,203.33,¦í,,,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3500000,17213,,0.0,0,,RPWNMLKMLHKFFCQ66CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mÂí¥_§ø1¾F¦`·¾áY¸ô1~30¸¹,9.11,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,5,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840815,19.15,1,0,1,¦³,µL,500000,26110,,0.0,0,,RPTNMLKMLHKFFCQ98CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¤j?·}211~240¸¹,150.52,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0811224,207.25,4,2,3,¦³,µL,5000000,24125,,0.0,0,,RPPNMLOLLHKFFBQ78CA
¦µ¤l¥«,¤g¦a,¤û¬DÆW¬qªQµØ¤p¬q151~180¦a¸¹,424.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,200000,472,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTNMLQLLHKFFBQ76CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¤¯©M¤@¸ô1~30¸¹,409.72,¦í,,,10403,¤g¦a12«Øª«2¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040106,421.46,6,1,5,¦³,¦³,21000000,49827,,0.0,0,,RPVNMLMJMHKFFBQ09CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¤¯©M¤@¸ô1~30¸¹,377.84,¦í,,,10403,¤g¦a11«Øª«2¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040106,431.25,6,1,5,¦³,¦³,21500000,49855,,0.0,0,,RPWNMLMJMHKFFBQ56CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¤¯©M¤@¸ô1~30¸¹,224.69,¦í,,,10312,¤g¦a7«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031024,294.25,4,2,5,¦³,¦³,14800000,50297,,0.0,0,,RPXNMLMJMHKFFBQ66CA
¸q¦Ë¶m,¤g¦a,«áÂí¬q«áÂí¤p¬q1~30¦a¸¹,2191.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3300000,1506,,0.0,0,,RPSNMLKMLHKFFBQ78CA
¦µ¤l¥«,¤g¦a,·s¼d¬q481~510¦a¸¹,274.23,¦í,,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8295458,30250,,0.0,0,,RPPNMLKMLHKFFBQ48CA
¦µ¤l¥«,¤g¦a,·s¼d¬q481~510¦a¸¹,189.86,¦í,,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2871632,15125,,0.0,0,,RPQNMLKMLHKFFBQ58CA
¤»¸}¶m,¤g¦a,«á±Y¤s¬q±Y¤s¤p¬q61~90¦a¸¹,3113.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2020000,649,,0.0,0,,RPQNMLQLLHKFFBQ09CA
ªF¥Û¶m,¤g¦a,·O¦w¬q361~390¦a¸¹,86.08,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,156234,1815,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLQLLHKFFBQ66CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¹Å¸q¿¤¥Á¶¯¶m¦è¦w§ø¥Á·Ë¸ô5«Ñ151~180¸¹,127.5,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì1,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031118,250.21,4,3,4,¦³,µL,12500000,49958,¤@¼Ó¥­­±,12.5,0,,RPROMLLMLHKFFCQ98CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¤å¶©§ø8¾FÀn¥À?61~90¸¹,153.25,¦í,,,10403,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820417,196.17,5,2,4,¦³,µL,3500000,17842,,0.0,0,,RPPNMLRLLHKFFCQ56CA
·s´ä¶m,¤g¦a,«á©³´ò¬q«á©³´ò¤p¬q661~690¦a¸¹,3772.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4601840,1220,,0.0,0,,RPRNMLRLLHKFFCQ76CA
ªF¥Û¶m,¤g¦a,¤UçrªQ¬qçrªQ¤p¬q541~570¦a¸¹,1897.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1800000,949,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPUNMLLJMHKFFBQ88CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]ÂÂ°ñ¨½5¾F·s°ñ31~60¸¹,123.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0810226,147.38,3,2,2,¦³,µL,4200000,28498,,0.0,0,,RPWNMLOLLHKFFDQ07CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,124.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031227,169.31,4,2,3,¦³,µL,4800000,28350,,0.0,0,,RPUNMLTLLHKFFDQ37CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,112.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031227,158.31,4,2,3,¦³,µL,4700000,29689,,0.0,0,,RPVNMLTLLHKFFDQ47CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,129.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031227,184.67,4,2,3,¦³,µL,4980000,26967,,0.0,0,,RPWNMLTLLHKFFDQ57CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,123.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031227,169.31,4,2,3,¦³,µL,5080000,30004,,0.0,0,,RPXNMLTLLHKFFDQ67CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,123.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031227,169.32,4,2,3,¦³,µL,5200000,30711,,0.0,0,,RPOOMLTLLHKFFDQ86CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,123.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031227,169.31,4,2,3,¦³,µL,4880000,28823,,0.0,0,,RPPOMLTLLHKFFDQ96CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,123.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031227,169.31,4,2,3,¦³,µL,5320000,31422,,0.0,0,,RPQOMLTLLHKFFDQ07CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«OÉ]³Â¼d¨½Âù¦Xµó190«Ñ1~30¸¹,121.25,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031227,178.14,4,2,3,¦³,µL,4800000,26945,,0.0,0,,RPROMLTLLHKFFDQ17CA
