╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~ды,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧лO╣t╡є31~60╕╣,7.68,жэ,,,10312,дgжa1л╪кл1иожь1,дQдн╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031104,100.44,2,1,1,ж│,ж│,7800000,77658,йY╣Dенн▒,10.36,0,,RPUNMLKLLHKFFEE97CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧лO╣t╡є31~60╕╣,7.35,жэ,,,10403,дgжa1л╪кл1иожь0,д╗╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031104,99.94,3,1,1,ж│,ж│,7420000,74245,,0.0,0,,RPWNMLKLLHKFFEE18CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел╖г▒ъ░╧д[йў╡є28л╤1~30╕╣,33.94,жэ,,,10403,дgжa1л╪кл1иожь1,дT╝hбA╣q▒ш╝╙▒ш╢б,8,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0821129,121.00999999999999,3,2,1,ж│,ж│,3960000,32725,йY╣Dенн▒,0.0,0,,RPWNMLMLLHKFFEE38CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧╝w┤f╕Ї70л╤1~30╕╣,4.1,░╙,,,10403,дgжa1л╪кл1иожь0,дE╝h,11,оMй╨(1й╨1╞U1╜├),игифеж╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0950626,24.64,1,1,1,ж│,ж│,1080000,43831,,0.0,0,,RPUOMLPLLHKFFEE58CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧лCе╨╡є31~60╕╣,27.07,жэ,,,10403,дgжa1л╪кл1иожь0,дн╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0721014,75.66,3,1,3,ж│,╡L,1050000,13878,,0.0,0,,RPQPMLQLLHKFFEE38CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел╖г▒ъ░╧┬┼е╨и╜дj╛╟дGдQд╗╡є31~60╕╣,12.85,░╙,,,10306,дgжa1л╪кл1иожь1,дн╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,1031110,107.57,2,2,1,ж│,ж│,6200000,59212,йY╣D╛ў▒ё,16.71,820000,,RPQNMLQKMHKFFEE18CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧┬┼е╨и╜дj╛╟дGдQд╗╡є1~30╕╣,10.86,░╙,,,10303,дgжa1л╪кл1иожь0,дC╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,игифеж╡n░Oи╞╢╡,1031110,103.38,2,2,1,ж│,ж│,4750000,45947,,0.0,0,,RPRNMLQKMHKFFEE28CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧дхж█╕Ї61~90╕╣,19.16,жэ,,,10402,дgжa1л╪кл1иожь0,д╗╝h,7,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840805,110.58,3,2,2,ж│,ж│,5560000,50280,,0.0,0,,RPQOMLOKMHKFFEE08CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧│╒╖Rе|╕Ї1~30╕╣,15.71,жэ,,,10402,дgжa1л╪кл1иожь1,дQдE╝h,23,┐ьд╜░╙╖~дj╝╙,игифеж╡n░Oи╞╢╡,игифеж╡n░Oи╞╢╡,1030924,197.93,0,0,0,╡L,ж│,13700000,69216,йY╣Dенн▒,0.0,0,,RPSNMLOKMHKFFEE18CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧│╒╖Rе|╕Ї1~30╕╣,15.71,жэ,,,10402,дgжa1л╪кл1иожь1,дGдQ╝h,23,┐ьд╜░╙╖~дj╝╙,игифеж╡n░Oи╞╢╡,игифеж╡n░Oи╞╢╡,1030924,197.93,0,0,0,╡L,ж│,15300000,77300,йY╣Dенн▒,0.0,0,,RPTNMLOKMHKFFEE28CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧│╒╖Rе|╕Ї1~30╕╣,14.5,жэ,,,10403,дgжa0л╪кл1иожь2,д@╝hбAзи╝h,24,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэ░╙е╬,игифеж╡n░Oи╞╢╡,1031128,190.44,0,0,0,╡L,ж│,41800000,219492,йY╣Dенн▒,0.0,0,,RPUNMLOKMHKFFEE38CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧нллH╕Ї146л╤1~30╕╣,115.5,жэ,,,10402,дgжa1л╪кл1иожь0,е■,4,│zд╤нэ,жэоaе╬,игифеж╡n░Oи╞╢╡,1030812,303.29,5,3,4,ж│,╡L,34000000,112104,,0.0,0,,RPWOMLQKMHKFFEE88CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧нллH╕Ї151~180╕╣,119.71,жэ,,,10401,дgжa1л╪кл1иожь0,е■,5,│zд╤нэ,жэоaе╬,игифеж╡n░Oи╞╢╡,1030812,372.19,5,3,4,ж│,╡L,39880000,107150,,0.0,0,,RPQPMLQKMHKFFEE38CA
ек└ч░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелек└ч░╧лnл╠╕Ї241~270╕╣,17.61,жэ,,,10402,дgжa1л╪кл1иожь1,дQ╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1021227,108.97,3,2,2,ж│,ж│,8350000,76627,йY╣D╛ў▒ё,0.0,0,,RPWNMLLJMHKFFEE18CA
╖г▒ъ░╧,й╨жa(дgжa+л╪кл),░к╢пел╖г▒ъ░╧╖чл╠╕Ї31~60╕╣,12.51,░╙,,,10402,дgжa1л╪кл1иожь0,дE╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0931230,76.81,3,2,2,ж│,ж│,3100000,40359,,0.0,0,,RPPQMLLMLHKFFEE97CA
ек└ч░╧,й╨жa(дgжa+л╪кл),░к╢пелек└ч░╧дхдt╕Ї301~330╕╣,9.31,░╙,,,10402,дgжa3л╪кл1иожь0,дQе|╝h,16,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850212,107.22,3,2,2,ж│,╡L,3900000,36374,,0.0,0,┐╦д═пSоэ├ЎлY╢бдзецйЎбC,RPRPMLOJNHKFFEE28CA
йгдs░╧,й╨жa(дgжa+л╪кл),░к╢пелйгдs░╧╖s╝╓╡є1~30╕╣,7.64,жэ,,,10403,дgжa1л╪кл1иожь0,дQдC╝h,24,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0841118,114.99000000000001,3,1,1,ж│,╡L,2500000,21741,,0.0,0,,RPPNMLMLLHKFFFE77CA
└▒к√░╧,й╨жa(дgжa+л╪кл),░к╢пел└▒к√░╧й╛з╡╕Ї68л╤1~30╕╣,126.22,жэ,,,10402,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1030725,210.58,4,2,5,ж│,╡L,8430000,40032,,0.0,0,,RPUNMLOLLHKFFFE48CA
йгдs░╧,дgжa,еxжwмq121~150жa╕╣,3225.87,,дu╖~░╧,дB║╪л╪┐vе╬жa,10312,дgжa9л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,54845000,17002,,0.0,0,,RPQNMLPLLHKFFFE18CA
йгдs░╧,дgжa,еxжwмq121~150жa╕╣,3416.2,,дu╖~░╧,дB║╪л╪┐vе╬жa,10312,дgжa11л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,58080000,17001,,0.0,0,,RPWNMLPLLHKFFFE78CA
йгдs░╧,дgжa,еxжwмq121~150жa╕╣,2683.49,,дu╖~░╧,дB║╪л╪┐vе╬жa,10312,дgжa9л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,45623000,17001,,0.0,0,,RPXNMLPLLHKFFFE88CA
йгдs░╧,й╨жa(дgжa+л╪кл),░к╢пелйгдs░╧╡╪╢щ╕Ї66л╤1~30╕╣,88.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1021018,170.95,5,2,3,ж│,╡L,10200000,59667,,0.0,0,,RPSOMLLJMHKFFFE97CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧дх╛╟╡є31~60╕╣,15.16,жэ,,,10402,дgжa1л╪кл1иожь0,дн╝h,6,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820722,81.55,2,1,1,ж│,ж│,2550000,31269,,0.0,0,,RPTOMLSKLHKFFGE88CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧░ъ┐│╡є1~30╕╣,26.9,жэ,,,10402,дgжa1л╪кл1иожь0,дн╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),░ъе┴жэжv,┐√╡м▓V╛одg│y,0701230,73.65,3,2,1,ж│,╡L,2600000,35302,,0.0,0,,RPVOMLSKLHKFFGE09CA
╗ёдs░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел╗ёдs░╧ж█кv╡є65л╤1~30╕╣,61.26,жэ,,,10403,дgжa1л╪кл1иожь1,дT╝h,11,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0950615,188.97,3,2,2,ж│,ж│,7320000,38736,йY╣Dенн▒,0.0,0,,RPQNMLTKLHKFFGE58CA
╗ёдs░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел╗ёдs░╧дхйўдG╡є12л╤1~30╕╣,105.99,жэ,,,10402,дgжa2л╪кл1иожь1,е■,4,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0920512,235.36,4,2,3,ж│,ж│,16200000,68831,д@╝╙енн▒,0.0,0,,RPRNMLTKLHKFFGE68CA
┐P▒_░╧,й╨жa(дgжa+л╪кл),░к╢пел┐P▒_░╧жwкF╡є241~270╕╣,147.24,жэ,,,10401,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1030527,266.81,5,2,3,ж│,╡L,11500000,43102,,0.0,0,,RPTNMLNKMHKFFFE28CA
йгдs░╧,дgжa,дjе■мq91~120жa╕╣,43.0,дu,,,10401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,710360,16520,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбCжVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPQOMLNKMHKFFFE08CA
йгдs░╧,дgжa,дjе■мq91~120жa╕╣,46.0,дu,,,10401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,759920,16520,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбCжVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPROMLNKMHKFFFE18CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧лnжии╜▓╗йM╡є51л╤1~30╕╣,71.76,жэ,,,10402,дgжa2л╪кл1иожь0,е■,4,│zд╤нэ,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0950610,177.66,4,2,3,ж│,╡L,8800000,49533,,0.0,0,,RPVNMLMLLHKFFGE48CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧░ъої╕ЇдGмq50л╤4з╦1~30╕╣,26.9,жэ,,,10402,дgжa1л╪кл1иожь0,дн╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),,┐√╡м▓V╛одg│y,0710426,73.65,3,2,1,ж│,ж│,2580000,35031,,0.0,0,,RPWOMLTKLHKFFGE66CA
╗ёдs░╧,дgжa,дCж╤╖▌мqд@е╥дpмq61~90жa╕╣,9.35,ифеL,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,132735,14196,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPXOMLTKLHKFFGE76CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧е·║a╡є15л╤1~30╕╣,58.0,жэ,,,10402,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,жэ░╙е╬,е[▒j┐j│y,0621110,100.1,5,2,2,ж│,╡L,5700000,56943,,0.0,0,,RPQOMLPLLHKFFGE38CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧е▀лH╡є105л╤1~30╕╣,25.42,жэ,,,10403,дgжa1л╪кл1иожь0,дн╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0710208,78.0,3,2,2,ж│,╡L,1650000,21154,,0.0,0,,RPROMLPLLHKFFGE48CA
╗ёдs░╧,дgжa,дхдsмq391~420жa╕╣,30.0,ифеL,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,324000,10800,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPUNMLQLLHKFFGE78CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧╡╜м№╡є61~90╕╣,16.86,жэ,,,10403,дgжa1л╪кл1иожь0,дQд@╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0791110,144.11,4,1,2,ж│,ж│,5500000,38165,,0.0,0,,RPSNMLPLLHKFFGE48CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧║~╝y╡є11л╤1~30╕╣,28.2,жэ,,,10401,дgжa1л╪кл1иожь0,д@╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0690131,74.07,3,2,2,ж│,╡L,5000000,67504,,0.0,0,,RPQNMLSLLHKFFGE58CA
дj╛Ё░╧,дgжa,йh▒C╝dмq991~1020жa╕╣,3879.5,,д@пы╣A╖~░╧,╣Aкке╬жa,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4000000,1031,,0.0,0,е╗о╫еє┴┘ж│еtд@жь┼vзQдH,RPUOMLKMLHKFFGE38CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧дд▒[дG╕Ї580л╤1~30╕╣,47.62,жэ,,,10402,дgжa2л╪кл3иожь0,дG╝h,7,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830818,140.3,4,2,2,ж│,ж│,4350000,31005,,0.0,0,,RPPNMLLMLHKFFGE87CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧╖ч┐│╕Ї1~30╕╣,26.29,жэ,,,10402,дgжa1л╪кл1иожь0,е|╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0770301,105.93,3,2,2,ж│,╡L,2600000,24545,,0.0,0,,RPWNMLLMLHKFFGE58CA
╗ёдs░╧,дgжa,ж╦дl╕}мq121~150жa╕╣,19.0,жэ,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,399000,21000,,0.0,0,,RPSOMLLJMHKFFGE08CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧╣Lдп╡є160л╤1~30╕╣,80.54,жэ,,,10306,дgжa2л╪кл1иожь0,е■,4,│zд╤нэ,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1030713,199.93,4,2,4,ж│,╡L,10030000,50168,,0.0,0,,RPQNMLNJMHKFFGE97CA
║Xдs░╧,й╨жa(дgжa+л╪кл),░к╢пел║Xдs░╧║XлFл╤500з╦91~120╕╣,62217.0,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,10401,дgжa178л╪кл1иожь0,е■,4,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√░й▓V╛одg│y,0880617,5382.0,0,0,0,╡L,╡L,91000000,16908,,0.0,0,,RPRNMLOLLHKFFHE38CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧е_ен╕Ї204л╤1~30╕╣,31.68,жэ,,,10403,дgжa1л╪кл1иожь0,дG╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэ░╙е╬,┐√╡м▓V╛одg│y,0680910,84.3,3,2,2,ж│,╡L,3500000,41518,,0.0,0,,RPWNMLNKMHKFFGE68CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧к°┐│╡є31~60╕╣,119.17,жэ,,,10403,дgжa2л╪кл1иожь0,е■,4,│zд╤нэ,игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0930507,260.58,4,2,4,ж│,╡L,13700000,52575,,0.0,0,,RPTNMLKKMHKFFGE08CA
╗ёдs░╧,й╨жa(дgжa+л╪кл),░к╢пел╗ёдs░╧е_ен╕Ї202л╤23з╦1~30╕╣,24.45,жэ,,,10403,дgжa1л╪кл1иожь0,е|╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0690810,68.57,3,2,2,ж│,╡L,1800000,26251,,0.0,0,,RPRPMLKKMHKFFGE08CA
дjк└░╧,дgжa,╗Aл╠мq1261~1290жa╕╣,138.0,жэ,,,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5260000,38116,,0.0,0,,RPOOMLSKLHKFFIE58CA
║Xдs░╧,й╨жa(дgжa+л╪кл),░к╢пел║Xдs░╧║Xе╥╕ЇдTмqдUжvл╤1з╦1~30╕╣,89.66,,╢mз°░╧,дA║╪л╪┐vе╬жa,10403,дgжa1л╪кл1иожь0,е■,2,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0740914,112.65,4,1,2,ж│,╡L,700000,6214,,0.0,0,,RPUNMLQLLHKFFHE88CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дЇ║▐╕Ї181~210╕╣,99.0,жэ,,,10401,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,,е[▒j┐j│y,0670810,160.5,3,2,3,ж│,╡L,5850000,36449,,0.0,0,,RPRNMLPLLHKFFIE58CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дпе·╕Ї70л╤1~30╕╣,37.1,жэ,,,10403,дgжa1л╪кл1иожь0,дн╝h,5,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0701203,90.74,3,2,2,ж│,╡L,1250000,13776,,0.0,0,,RPSNMLQLLHKFFIE78CA
│╛кQ░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел│╛кQ░╧дхо№╡є1~30╕╣,209.73,жэ,,,10312,дgжa1л╪кл1иожь2,дQдT╝hбAдQе|╝hбAл╬│╗мЁеXкл,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0790924,372.46,3,2,3,ж│,ж│,15000000,40273,йY╣Dенн▒,0.0,0,,RPSNMLKMLHKFFIE28CA
дпкZ░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелдпкZ░╧╝с╝w╕Ї1~30╕╣,32.4,░╙,,,10403,дgжa1л╪кл1иожь1,дK╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030206,231.16,4,2,2,ж│,ж│,12600000,54508,йY╣Dенн▒,36.5,0,,RPPNMLRJMHKFFIE48CA
дпкZ░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелдпкZ░╧╝с╝w╕Ї1~30╕╣,32.4,░╙,,,10403,дgжa1л╪кл1иожь1,дQдT╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030206,231.16,4,2,2,ж│,ж│,12800000,55373,йY╣Dенн▒,36.5,0,,RPQNMLRJMHKFFIE58CA
│╛кQ░╧,й╨жa(дgжa+л╪кл),░к╢пел│╛кQ░╧▓y│ї╕Ї193л╤1~30╕╣,207.43,жэ,,,10402,дgжa1л╪кл1иожь0,е■,4,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0850325,393.28,7,2,4,ж│,╡L,15500000,39412,,0.0,0,,RPOPMLNKMHKFFIE28CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧и╩дде|╡є218л╤1~30╕╣,100.14,жэ,,,10402,дgжa1л╪кл1иожь0,е■,4,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0951017,199.32,5,2,4,ж│,╡L,12900000,64720,,0.0,0,,RPPNMLKKMHKFFIE87CA
│╛кQ░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пел│╛кQ░╧е╗?╕Ї46л╤1~30╕╣,35.22,жэ,,,10402,дgжa2л╪кл1иожь1,д╗╝h,10,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820330,136.69,3,2,2,ж│,ж│,4600000,33653,йY╣Dенн▒,0.0,0,,RPUNMLNKMHKFFIE68CA
дпкZ░╧,й╨жa(дgжa+л╪кл)+иожь,░к╢пелдпкZ░╧и╩жNдT╕Ї91~120╕╣,28.13,░╙,,,10403,дgжa1л╪кл1иожь1,е|╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030319,196.99,3,2,2,ж│,ж│,11300000,57363,йY╣Dенн▒,33.08,0,,RPTNMLRJMHKFFIE88CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дд╡╪╕Ї361~390╕╣,95.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031209,185.33,4,1,3,ж│,╡L,13780000,74354,,0.0,0,,RPUNMLTJMHKFFIE56CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дд╡╪╕Ї361~390╕╣,97.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031209,193.43,4,1,3,ж│,╡L,13880000,71757,,0.0,0,ж@ж│дH╝╞2дH,RPVNMLTJMHKFFIE66CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дд╡╪╕Ї361~390╕╣,99.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031209,193.43,4,1,5,ж│,╡L,15200000,78581,,0.0,0,,RPWNMLTJMHKFFIE76CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дд╡╪╕Ї361~390╕╣,101.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031209,201.53,4,1,5,ж│,╡L,16000000,79393,,0.0,0,,RPXNMLTJMHKFFIE86CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дд╡╪╕Ї361~390╕╣,103.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031209,201.53,4,1,5,ж│,╡L,16000000,79393,,0.0,0,,RPOOMLTJMHKFFIE68CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дд╡╪╕Ї361~390╕╣,146.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031209,293.64,4,2,3,ж│,╡L,26600000,90587,,0.0,0,,RPPOMLTJMHKFFIE78CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дд╡╪╕Ї361~390╕╣,146.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031209,293.67,4,2,3,ж│,╡L,26600000,90578,,0.0,0,,RPQOMLTJMHKFFIE88CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дд╡╪╕Ї391~420╕╣,146.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031209,293.64,4,2,3,ж│,╡L,27500000,93652,,0.0,0,зt╕╦цC,RPTOMLTJMHKFFIE56CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дд╡╪╕Ї361л╤1~30╕╣,137.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031223,271.46,4,2,5,ж│,╡L,16660000,61372,,0.0,0,,RPUOMLTJMHKFFIE66CA
дпкZ░╧,й╨жa(дgжa+л╪кл),░к╢пелдпкZ░╧дд╡╪╕Ї391~420╕╣,146.0,жэ,,,10403,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1031209,293.64,4,2,3,ж│,╡L,23400000,79689,,0.0,0,,RPVOMLTJMHKFFIE76CA
