¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
ªøªv¶m,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤ªøªv¶m·ç¥ú¸ô¤@¬q661~690¸¹,84.0,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0900830,177.5,4,2,3,¦³,µL,6800000,38310,,0.0,0,,RPQNMLTKLHKFFAT86CA
«ÌªFÉ],¤g¦a,·¾¬ü¬q¤@¤p¬q361~390¦a¸¹,134.0,¦í,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7956000,59373,,0.0,0,,RPSNMLTKLHKFFAT07CA
«ÌªFÉ],«Øª«,«ÌªF¿¤«ÌªFÉ]µØ®L¸ô59«Ñ1~30¸¹,0.0,,,,10403,¤g¦a0«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030812,234.09,5,2,4,¦³,µL,3744000,15994,,0.0,0,,RPTNMLTKLHKFFAT17CA
«ÌªFÉ],©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤«ÌªFÉ]¥Á´Iµó6«Ñ1~30¸¹,22.41,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,6,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820927,93.60999999999999,3,2,2,¦³,¦³,2300000,24570,,0.0,0,,RPOPMLTKLHKFFAT86CA
«ÌªFÉ],©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤«ÌªFÉ]²ø·qµó¤G¬q53«Ñ27§Ë1~30¸¹,115.0,¦í,,,10312,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031007,222.59,5,2,5,¦³,µL,13800000,61997,,0.0,0,,RPRNMLKLLHKFFAT78CA
«ÌªFÉ],©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤«ÌªFÉ]²ø·qµó¤G¬q37«Ñ1~30¸¹,161.4,¦í,,,10403,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031007,227.39,5,2,5,¦³,µL,13150000,57830,,0.0,0,,RPSNMLKLLHKFFAT88CA
¸U¤¦¶m,¤g¦a,·s¦w¬q1561~1590¦a¸¹,2026.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4176000,2061,,0.0,0,,RPQNMLLLLHKFFAT78CA
ªøªv¶m,¤g¦a,·s¼æ¬q781~810¦a¸¹,160.13,¦í,,,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1550000,9680,,0.0,0,,RPPNMLMLLHKFFAT78CA
«ÌªFÉ],©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤«ÌªFÉ]¥Á¦³¸ô33«Ñ1~30¸¹,118.0,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0680305,93.48,3,2,2,¦³,µL,3300000,35302,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPOOMLQLLHKFFAT56CA
¸U¤¦¶m,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤¸U¤¦¶mªÀ¥Ö¸ô¤@¬q421~450¸¹,137.92,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970530,228.33,3,2,4,¦³,µL,5750000,25183,,0.0,0,,RPOOMLKMLHKFFAT68CA
«ÌªFÉ],©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤«ÌªFÉ]´_¿³«n¸ô¤@¬q376«Ñ61§Ë1~30¸¹,97.32,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841106,275.25,6,1,5,¦³,µL,4500000,16349,,0.0,0,,RPUNMLSJMHKFFAT17CA
¸U¤¦¶m,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤¸U¤¦¶m­»ªÀ§ø­»¤º¸ô181~210¸¹,180.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0790302,179.36,4,3,2,¦³,µL,1500000,8363,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLSJMHKFFAT66CA
ªøªv¶m,¤g¦a,ªøªv¬q31~60¦a¸¹,129.0,¨ä¥L,,,10312,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1950000,15116,,0.0,0,,RPSNMLMJMHKFFAT98CA
ªøªv¶m,¤g¦a,ªøªv¬q31~60¦a¸¹,229.0,¦í,,,10312,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,9244150,40367,,0.0,0,,RPTNMLMJMHKFFAT09CA
«ÌªFÉ],¤g¦a,·sÂk¨Ó¬q991~1020¦a¸¹,111.55,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1750000,15688,,0.0,0,,RPSOMLLMLHKFFAT56CA
«ÌªFÉ],©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤«ÌªFÉ]¥Á¥ÍªF¸ô56«Ñ8§Ë1~30¸¹,32.97,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¤­¼h,6,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830516,116.86000000000001,3,2,2,¦³,¦³,2350000,20110,,0.0,0,,RPSNMLPKMHKFFAT76CA
°ª¾ð¶m,¤g¦a,¤j¸ôÃö¬qÂÂ¤j¸ôÃö¤p¬q271~300¦a¸¹,29.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,40020,1380,,0.0,0,,RPPNMLPLLHKFFBT56CA
°ª¾ð¶m,¤g¦a,¤j¸ôÃö¬q·s¤j¸ôÃö¤p¬q181~210¦a¸¹,4163.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6720000,1614,,0.0,0,,RPPNMLTKLHKFFBT86CA
fa72®H¶m,¤g¦a,·s¼w¬q721~750¦a¸¹,471.82,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1000000,2119,,0.0,0,,RPPNMLKLLHKFFBT68CA
fa72®H¶m,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤ÆQ®H¶m¥|ºû¸ô31~60¸¹,102.21,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0771007,153.08,4,2,2,¦³,µL,2900000,18944,,0.0,0,,RPTNMLRJMHKFFBT07CA
fa72®H¶m,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤ÆQ®H¶m¥|ºû¸ô31~60¸¹,188.76,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a3«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0771007,153.08,4,2,2,¦³,µL,3500000,22864,,0.0,0,,RPTNMLLJMHKFFBT09CA
¼é¦{Âí,¨®¦ì,«ÌªF¿¤¼é¦{Âí¥ú½ü¸ô121~150¸¹,0.0,,,,10403,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,180000,,©Y¹D¥­­±,21.38,180000,,RPUNMLRLLHKFFCT37CA
¼é¦{Âí,¨®¦ì,«ÌªF¿¤¼é¦{Âí¥ú½ü¸ô121~150¸¹,0.0,,,,10403,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,180000,,©Y¹D¥­­±,21.38,180000,,SPUNMLRLLHKFFCT47CA
¼é¦{Âí,¨®¦ì,«ÌªF¿¤¼é¦{Âí¥ú½ü¸ô121~150¸¹,0.0,,,,10403,¤g¦a0«Øª«0¨®¦ì2,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,360000,,©Y¹D¥­­±,42.76,360000,,TPUNMLRLLHKFFCT57CA
¦Ë¥Ð¶m,¤g¦a,·s¥Ð¬q1171~1200¦a¸¹,1715.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3993000,2328,,0.0,0,,RPSOMLKMLHKFFCT66CA
¸UÅr¶m,¤g¦a,¤­·¾¤ô¬q421~450¦a¸¹,3178.02,,ªe¤t°Ï,¹Aªª¥Î¦a,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2638000,830,,0.0,0,,RPOOMLTKLHKFFCT96CA
¼é¦{Âí,¤g¦a,±[¼é¬q391~420¦a¸¹,781.03,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1200000,1536,,0.0,0,,RPRNMLTKLHKFFCT17CA
¤º®H¶m,¤g¦a,·sªF¶Õ¬q31~60¦a¸¹,2684.3,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6630000,2470,,0.0,0,,RPTNMLTKLHKFFCT37CA
¸UÅr¶m,¤g¦a,¨ª¤s¬q571~600¦a¸¹,1455.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2385000,1639,,0.0,0,,RPQNMLLLLHKFFCT98CA
·s°ñ¶m,¤g¦a,¸U¶©¬q661~690¦a¸¹,5842.48,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6300000,1078,,0.0,0,,RPPNMLNLLHKFFCT09CA
¼é¦{Âí,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤¼é¦{Âí¦Û¥ßµó31~60¸¹,77.64,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1031009,175.0,5,2,3,¦³,µL,6800000,38857,,0.0,0,,RPTNMLTJMHKFFCT37CA
¤º®H¶m,¤g¦a,´_¿³¬q991~1020¦a¸¹,686.71,¹A,,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3000000,4369,,0.0,0,,RPPPMLTJMHKFFCT17CA
¦Ë¥Ð¶m,¤g¦a,·s¥Ð¬q1441~1470¦a¸¹,2198.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3512000,1598,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTNMLKKMHKFFCT56CA
ªF´äÂí,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤ªF´äÂíÀô¬ü¤Gµó1~30¸¹,242.33,,¤@¯ë¹A·~°Ï,¤BºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¼t©Ð,¿ûµ¬²V¾®¤gºc³y,1020313,262.03,5,2,4,¦³,µL,7500000,28623,,0.0,0,,RPSNMLKLLHKFFDT56CA
·s¶é¶m,¤g¦a,¤W¯QÀs¬q1111~1140¦a¸¹,2195.19,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5952000,2711,,0.0,0,,RPRNMLSKLHKFFDT17CA
·s¶é¶m,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤·s¶é¶m«nÀs¸ô91~120¸¹,135.68,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,©±çE¡B¦í¦v,¨£¨ä¥Lµn°O¨Æ¶µ,0731019,165.77,2,2,2,¦³,µL,3000000,18097,,0.0,0,,RPSNMLSKLHKFFDT27CA
¼é¦{Âí,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤¼é¦{Âí·çÂ×¸ô1~30¸¹,369.05,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10101,¤g¦a2«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0990625,220.89,6,2,4,¦³,µL,11000000,49799,,0.0,0,,RPTNMLNKMHKFFCT86CA
¸UÅr¶m,¤g¦a,¥Ã¼y¬q241~270¦a¸¹,1365.24,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2030000,1487,,0.0,0,,RPQNMLPKMHKFFCT76CA
¸UÅr¶m,¤g¦a,¥Ã¼y¬q241~270¦a¸¹,2810.53,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3950000,1405,,0.0,0,,RPSNMLPKMHKFFCT96CA
¼é¦{Âí,¤g¦a,¼B­íÉÜ¬q721~750¦a¸¹,917.92,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1600000,1743,,0.0,0,,RPPNMLQKMHKFFCT76CA
«í¬KÂí,¤g¦a,¤j®H¬q961~990¦a¸¹,2136.53,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2500000,1170,,0.0,0,,RPSNMLLLLHKFFET76CA
¨®«°¶m,¤g¦a,¿³²Î¬q61~90¦a¸¹,724.08,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,10402,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,450000,621,,0.0,0,,RPQNMLTKLHKFFET27CA
«í¬KÂí,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤«í¬KÂí´ò¤º¸ô3«Ñ4§Ë1~30¸¹,85.32,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0671115,85.68,3,2,2,¦³,µL,2560000,29879,,0.0,0,,RPQNMLKMLHKFFET56CA
¨®«°¶m,¤g¦a,®g®H¬q631~660¦a¸¹,462.19,,°ê®a¤½¶é°Ï,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,13981000,30249,,0.0,0,,RPPNMLTJMHKFFET17CA
¨®«°¶m,¤g¦a,®g®H¬q631~660¦a¸¹,405.12,,°ê®a¤½¶é°Ï,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,12254000,30248,,0.0,0,,RPRNMLTJMHKFFET37CA
¨®«°¶m,¤g¦a,®g®H¬q631~660¦a¸¹,198.35,,°ê®a¤½¶é°Ï,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6000000,30250,,0.0,0,,RPTNMLTJMHKFFET57CA
fa72®H¶m,¤g¦a,¤W¬¥¶§¬q151~180¦a¸¹,3870.71,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5646300,1459,,0.0,0,,RPQNMLTKLHKFFBT07DA
¸U¤¦¶m,¤g¦a,¸U¿³¬q1141~1170¦a¸¹,454.12,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3000000,6606,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLTKLHKFFAT86DA
Åï¬¥¶m,¤g¦a,Åï©¾¬q661~690¦a¸¹,162.48,,¤@¯ë¹A·~°Ï,¥æ³q¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,783154,4820,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPPNMLOLLHKFFAT09DA
ªD¼d¶m,¤g¦a,«O¥Í¬q511~540¦a¸¹,53.71,¦í,,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,406000,7559,,0.0,0,,RPUNMLMJMHKFFFT07CA
ªD¼d¶m,¤g¦a,«O¥Í¬q481~510¦a¸¹,41.26,¦í,,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,312000,7562,,0.0,0,,RPVNMLMJMHKFFFT17CA
ªD¼d¶m,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤ªD¼d¶m¥_¥Èµó31~60¸¹,37.54,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870619,95.16,3,2,2,¦³,µL,800000,8407,,0.0,0,,RPPNMLOLLHKFFFT86CA
¨®«°¶m,¤g¦a,®g®H¬q631~660¦a¸¹,198.35,,°ê®a¤½¶é°Ï,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6000000,30250,,0.0,0,,RPQOMLTJMHKFFET37CA
«í¬KÂí,¤g¦a,¤ô¬u¬q421~450¦a¸¹,939.0,,°ê®a¤½¶é°Ï,,10312,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2441400,2600,,0.0,0,,RPTOMLTJMHKFFET67CA
¨®«°¶m,¤g¦a,®g®H¬q631~660¦a¸¹,198.35,,°ê®a¤½¶é°Ï,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6000000,30250,,0.0,0,,RPOOMLTJMHKFFET17CA
ªF´äÂí,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤ªF´äÂí¿³¤¤ªF¤@µó31~60¸¹,76.72,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í¦v,¿ûµ¬²V¾®¤gºc³y,1031222,167.25,4,2,5,¦³,µL,7100000,42451,,0.0,0,,RPUNMLKMLHKFFDT96DA
º¡¦{¶m,¤g¦a,®g³Â¸Ì¬q211~240¦a¸¹,805.0,,°ê®a¤½¶é°Ï,,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,330000,410,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLTKLHKFFET27DA
¨®«°¶m,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤¨®«°¶m«O¤O¸ô31~60¸¹,172.75,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0691217,95.88,2,1,1,¦³,µL,2000000,20859,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLQLLHKFFET37DA
®õªZ¶m,¤g¦a,¨Î¥­¬q1411~1440¦a¸¹,210.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,100000,476,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPPOMLRKMHKFFCT07DA
ªF´äÂí,¤g¦a,¤jªF¬q421~450¦a¸¹,117.39,¦í,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2000000,17037,,0.0,0,,RPPNMLNLLHKFFDT66DA
«í¬KÂí,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤«í¬KÂí?¤½¸ô1~30¸¹,4.7,¦í,,,10309,¤g¦a2«Øª«1¨®¦ì0,¤E¼h,12,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841117,37.379999999999995,1,1,1,¦³,µL,550000,14714,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLKMLHKFFET76DA
¨®«°¶m,¤g¦a,®g®H¬q601~630¦a¸¹,31.93,,°ê®a¤½¶é°Ï,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,965000,30222,,0.0,0,,RPPOMLTJMHKFFET27CA
ªD¼d¶m,¤g¦a,¶©¦w¬q181~210¦a¸¹,4343.68,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10308,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4000000,921,,0.0,0,¥Ø«eºØ´Ó½¬Ãú³s¦P¦a¤W¤u¼d,RPPNMLTKLHKFFFT27CA
ªD¼d¶m,¤g¦a,¥_¥È¬q541~570¦a¸¹,941.97,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10402,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1165400,1237,,0.0,0,,RPQNMLKMLHKFFFT66CA
¨Î¥V¶m,¤g¦a,¸U«Ø¬q661~690¦a¸¹,13.8,¦í,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,95910,6950,,0.0,0,,RPSNMLKMLHKFFFT86CA
¨Î¥V¶m,¤g¦a,¸U«Ø¬q661~690¦a¸¹,15.7,¦í,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,109250,6959,,0.0,0,,RPTNMLKMLHKFFFT96CA
¨Î¥V¶m,¤g¦a,¸U«Ø¬q661~690¦a¸¹,3.43,¦í,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,23920,6974,,0.0,0,,RPUNMLKMLHKFFFT07CA
ªøªv¶m,¤g¦a,ªøÂ×¬q151~180¦a¸¹,4338.22,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6066400,1398,,0.0,0,³U¦a,RPPNMLKLLHKFFAT68DA
ªøªv¶m,¤g¦a,ªøÂ×¬q151~180¦a¸¹,488.86,¹A,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,683600,1398,,0.0,0,³U¦a,RPQNMLKLLHKFFAT78DA
¨½´ä¶m,©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤¨½´ä¶m¤g®w¸ô61~90¸¹,318.74,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0741104,230.57,4,1,2,¦³,µL,1572890,6822,,0.0,0,,RPPNMLNLLHKFFBT09DA
«ÌªFÉ],©Ð¦a(¤g¦a+«Øª«),«ÌªF¿¤«ÌªFÉ]¾÷³õ¥_¸ô751~780¸¹,23.73,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0881204,165.01,4,2,2,¦³,¦³,2100000,12727,,0.0,0,,RPUOMLQKMHKFFAT27DA
