¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¿ñ¶§¥|µó61~90¸¹,12.64,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0791015,75.49,2,1,1,¦³,¦³,4150000,54974,¤É­°¾÷±ñ,0.0,0,,RPRPMLKLLHKFFBB27CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªQ¦Ë¸ô¤G¬q160«Ñ4§Ë1~30¸¹,21.43,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,13,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831005,129.65,3,2,2,¦³,¦³,4500000,34709,©Y¹D¥­­±,0.0,0,,RPVNMLKLLHKFFBB47CA
¥_¤Ù°Ï,¤g¦a,¤¯¬ü¬q1591~1620¦a¸¹,186.5,¨ä¥L,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,9730000,52172,,0.0,0,,RPTNMLSKLHKFFBB97CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤¤²M¸ô¤@¬q511~540¸¹,17.0,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0711229,78.8,3,1,1,¦³,µL,4180000,53046,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPXOMLSKLHKFFBB48CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï©¾©ú¤Tµó1~30¸¹,103.0,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0610506,103.21,4,2,2,¦³,µL,14700000,142428,,0.0,0,,RPVOMLSKLHKFFBB28CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤¤²M¸ô¤@¬q601~630¸¹,94.0,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0660622,277.76,6,3,5,¦³,µL,26000000,93606,,0.0,0,,RPQNMLTKLHKFFBB77CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¨|¼w¸ô91~120¸¹,42.39,¦í,,,10401,¤g¦a2«Øª«1¨®¦ì2,¤Q¤»¼h,20,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0990607,306.35,3,2,2,¦³,µL,26500000,86502,©Y¹D¥­­±,59.48,0,,RPPOMLTKLHKFFBB77CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏÂn¶§¥_¸ô13«Ñ31~60¸¹,26.13,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,6,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820806,130.65,3,2,2,¦³,¦³,6000000,45924,¤É­°¥­­±,0.0,0,,RPUPMLTKLHKFFBB38CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q139«Ñ1~30¸¹,5.64,¦í,,,10402,¤g¦a3«Øª«1¨®¦ì0,¥|¼h,8,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840127,34.78,1,1,1,¦³,¦³,1100000,31627,,0.0,0,,RPQPMLTKLHKFFBB97CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¥_¿³µó151~180¸¹,30.1,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤@¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0741220,137.95,2,2,1,¦³,¦³,7500000,54368,©Y¹D¥­­±,0.0,0,,RPVPMLPLLHKFFBB18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¯qµØµó121~150¸¹,5.53,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820514,36.42,1,0,1,¦³,µL,1520000,41735,,0.0,0,,RPXNMLOLLHKFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏÂn¶§¸ô¤T¬q1~30¸¹,11.95,°Ó,,,10403,¤g¦a1«Øª«1¨®¦ì1,¤Q¤K¼h,18,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0990909,154.01,3,2,2,¦³,¦³,11500000,74670,©Y¹D¾÷±ñ,14.28,0,1.§t¼W«Ø©Î¥¼µn°O«Øª«(¥Dª×«Ç¶§¥x¥~±À)¡C,RPPOMLNLLHKFFBB27CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤å©÷ªF¤­µó1~30¸¹,20.4,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770820,67.76,2,1,1,¦³,µL,1044308,15412,,0.0,0,¥H¤½«´¬°¨p«´,¥H¤½§i²{­È¬°²¾Âà»ù®æ,RPQNMLOLLHKFFBB37CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°ÏªQ©úµó61~90¸¹,21.27,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,13,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810908,156.97,3,2,2,¦³,¦³,4580000,29178,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPROMLQLLHKFFBB77CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°ÏºÖ¹Øµó1~30¸¹,24.57,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0730411,86.39,3,1,2,¦³,¦³,3860000,44681,,0.0,0,,RPRQMLQLLHKFFBB97CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±ö¤t¨½¥Ã¿³µó369«Ñ1~30¸¹,34.88,¦í,,,10403,¤g¦a1«Øª«2¨®¦ì1,¤G¼h,7,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0780617,183.72,3,2,2,¦³,¦³,10800000,58785,©Y¹D¥­­±,0.0,0,,RPXRMLPLLHKFFBB58CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤å¤ß¸ô¥|¬q511~540¸¹,5.73,°Ó,,,10401,¤g¦a1«Øª«1¨®¦ì0,¤Q¥|¼h,14,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970130,51.49,1,1,1,¦³,¦³,4500000,87396,,0.0,0,,RPSNMLRLLHKFFBB87CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï©M¥­¨½­xºÖ¤Q¤»¸ô271~300¸¹,20.5,°Ó,,,10401,¤g¦a1«Øª«1¨®¦ì2,¤G¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030613,215.57,4,2,2,¦³,¦³,11680000,56269,©Y¹D¾÷±ñ,31.1,1300000,,RPSNMLKMLHKFFBB27CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï©M¥­¨½­xºÖ¤Q¤»¸ô271~300¸¹,21.8,°Ó,,,10402,¤g¦a1«Øª«1¨®¦ì2,¤Q¥|¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030603,264.28000000000003,4,2,2,¦³,¦³,11210000,43102,©Y¹D¥­­±,62.2,2500000,,RPTNMLKMLHKFFBB37CA
¥_¤Ù°Ï,¤g¦a,¦Pºa¬q1321~1350¦a¸¹,53.57,¨ä¥L,,,10403,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2512395,46899,,0.0,0,,RPUNMLKMLHKFFBB47CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¬h¶§¦èµó93«Ñ1~30¸¹,15.28,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,16,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840814,141.86,4,2,2,¦³,¦³,6200000,43705,©Y¹D¥­­±,0.0,0,,RPVSMLLMLHKFFBB18CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï½Ã¹D¸ô91~120¸¹,105.0,¦í,,,10312,¤g¦a2«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030227,220.84,20,0,20,¦³,µL,32000000,144901,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPPNMLQJMHKFFBB37CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï½Ã¹D¸ô61~90¸¹,9.74,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,7,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830531,61.32,1,1,1,¦³,¦³,3130000,51044,©Y¹D¾÷±ñ,0.0,0,,RPRNMLLJMHKFFBB07CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï©MºÖ¸ô151~180¸¹,16.69,°Ó,,,10401,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1010807,161.61,3,2,2,¦³,¦³,8300000,51358,©Y¹D¥­­±,0.0,0,,RPQQMLOKMHKFFBB67CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï©¾©ú¸ô481~510¸¹,14.44,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤@¼h¡A¤G¼h¡AÃM¼Ó,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0840519,147.85999999999999,2,1,1,¦³,¦³,9300000,62897,©Y¹D¥­­±,0.0,0,,RPVOMLPKMHKFFBB08CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï´f¥Á¸ô1~30¸¹,47.9,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì2,¥|¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880830,326.78999999999996,4,2,2,¦³,¦³,30500000,93332,©Y¹D¥­­±,0.0,0,,RPVOMLSKLHKFFCB38CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤j¥úµó91~120¸¹,12.73,°Ó,,,10402,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,20,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830825,166.71,4,2,2,¦³,¦³,8500000,50987,©Y¹D¾÷±ñ,0.0,0,,RPVNMLTKLHKFFCB38CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤j¼[¤Q¤Gµó751~780¸¹,20.08,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,10,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960517,147.96,3,2,2,¦³,¦³,13000000,87862,©Y¹D¥­­±,20.55,0,,RPXNMLTKLHKFFCB58CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¾¤©ú¸ô¤T¬q151~180¸¹,24.83,¦í,,,10402,¤g¦a2«Øª«1¨®¦ì2,¤­¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021016,239.31,3,2,2,¦³,¦³,18680000,78058,©Y¹D¥­­±,53.28,0,,RPUOMLTKLHKFFCB38CA
¦è¤Ù°Ï,¤g¦a,ºÖ¬P¬q181~210¦a¸¹,297.82,¦í,,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,60000000,201464,,0.0,0,,RPPNMLTKLHKFFCB77CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤¤·s«Ñ1~30¸¹,117.0,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì0,¥þ,1,³z¤Ñ­í,¦í®a¥Î,¿j³y,0620601,63.06,3,2,1,¦³,µL,11650000,184745,,0.0,0,,RPUPMLKLLHKFFCB67CA
¦è¤Ù°Ï,¤g¦a,¶¶©M¬q211~240¦a¸¹,99.84,¦í,,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7200000,72115,,0.0,0,,RPTQMLKLLHKFFCB67CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ïªø¦w¸ô¤G¬q131«Ñ91~120¸¹,22.72,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021105,155.85000000000002,3,2,2,¦³,¦³,10600000,68014,©Y¹D¥­­±,35.97,0,,RPPNMLLLLHKFFCB07CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤å¤s¨½«O¦w¤@µó31~60¸¹,32.16,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì2,¤T¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031009,223.95999999999998,4,2,2,¦³,¦³,11950000,65133,©Y¹D¥­­±,69.66,1900000,,RPUNMLNLLHKFFCB77CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤å¤s¨½«O¦w¤@µó31~60¸¹,32.16,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì2,¤E¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031009,223.95999999999998,4,2,2,¦³,¦³,11680000,62476,©Y¹D¥­­±,69.66,2040000,,RPVNMLNLLHKFFCB87CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¦V¤W¸ô¤@¬q661~690¸¹,8.98,¦í,,,10403,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,13,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0910219,80.95,2,2,1,¦³,¦³,6350000,78443,,0.0,0,,RPXNMLNLLHKFFCB08CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¦V¤ß¨½¤å¤ß«n¤T¸ô391~420¸¹,23.94,¨ä¥L,,,10005,¤g¦a1«Øª«1¨®¦ì2,¤E¼h,25,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031020,345.7,4,2,3,¦³,¦³,25000000,80093,©Y¹D¥­­±,62.28,2300000,,RPXOMLKLLHKFFCB87CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¦V¤ß¨½¤å¤ß«n¤T¸ô391~420¸¹,20.58,¨ä¥L,,,10008,¤g¦a1«Øª«1¨®¦ì2,¤­¼h,25,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031020,297.2,4,2,3,¦³,¦³,16500000,60446,©Y¹D¥­­±,62.28,2300000,,RPPOMLKLLHKFFCB07CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¦V¤ß¨½¤å¤ß«n¤T¸ô391~420¸¹,20.7,¨ä¥L,,,10105,¤g¦a1«Øª«1¨®¦ì2,¤K¼h,25,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031020,298.85,4,2,3,¦³,¦³,19500000,69747,©Y¹D¥­­±,62.28,3000000,,RPQOMLKLLHKFFCB17CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¦V¤ß¨½¤å¤ß«n¤T¸ô391~420¸¹,24.17,¨ä¥L,,,10109,¤g¦a1«Øª«1¨®¦ì3,¤Q¤­¼h,25,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031020,348.96000000000004,4,2,3,¦³,¦³,23000000,73961,©Y¹D¥­­±,93.42,4100000,,RPROMLKLLHKFFCB27CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¦V¤ß¨½¤å¤ß«n¤T¸ô391~420¸¹,26.1,¨ä¥L,,,10102,¤g¦a1«Øª«1¨®¦ì3,¤Q¤C¼h,25,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031020,376.84,4,2,3,¦³,¦³,26680000,79670,©Y¹D¥­­±,93.42,4100000,,RPSOMLKLLHKFFCB37CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¦V¤ß¨½¤å¤ß«n¤T¸ô391~420¸¹,20.58,¨ä¥L,,,10103,¤g¦a1«Øª«1¨®¦ì2,¤G¤Q¤@¼h,25,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031020,297.18,4,2,3,¦³,¦³,19380000,71435,©Y¹D¥­­±,62.28,2600000,,RPUOMLKLLHKFFCB57CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¦V¤ß¨½¤å¤ß«n¤T¸ô391~420¸¹,20.69,¨ä¥L,,,10103,¤g¦a1«Øª«1¨®¦ì2,¤G¤Q¤@¼h,25,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031020,298.67,4,2,3,¦³,¦³,19850000,71704,©Y¹D¥­­±,62.28,2900000,,RPVOMLKLLHKFFCB67CA
«n¤Ù°Ï,¤g¦a,¤j·s¬q1~30¦a¸¹,57.17,¨ä¥L,,,10401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4500000,78713,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPROMLNLLHKFFCB57CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°ÏºÖ¶®¸ô396«Ñ1~30¸¹,102.32,¹A,,,10401,¤g¦a5«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0950629,239.97,4,2,4,¦³,¦³,14700000,61258,,0.0,0,,RPTSMLOLLHKFFCB28CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô211~240¸¹,11.87,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,21,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031113,135.42000000000002,2,2,2,¦³,¦³,5860000,50021,©Y¹D¥­­±,40.26,1100000,,RPPRMLPLLHKFFCB87CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤å¤ß«n¤T¸ô511~540¸¹,31.99,°Ó,,,10403,¤g¦a1«Øª«1¨®¦ì2,¤Q¤G¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941230,223.23,3,2,2,¦³,¦³,16280000,72929,©Y¹D¥­­±,0.0,0,,RPQSMLPLLHKFFCB08CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤j¦³¦èµó1~30¸¹,26.68,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0710511,106.96000000000001,5,0,5,¦³,µL,6250000,58433,,0.0,0,,RPOQMLPLLHKFFCB67CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô211~240¸¹,11.87,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¤@¼h,21,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031113,136.69,2,2,1,¦³,¦³,6380000,53718,©Y¹D¥­­±,40.26,1200000,,RPSQMLPLLHKFFCB08CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô211~240¸¹,12.17,¦í,,,10401,¤g¦a1«Øª«1¨®¦ì2,¤»¼h,21,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031113,177.0,2,2,1,¦³,¦³,7280000,52653,©Y¹D¥­­±,80.52,2200000,,RPUQMLPLLHKFFCB28CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô31~60¸¹,20.1,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950825,171.44,4,2,2,¦³,¦³,11500000,67079,©Y¹D¥­­±,23.17,0,,RPPTMLOLLHKFFCB97CA
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤W¥Û¨½¦è¤Ù¸ô¤G¬q241~270¸¹,17.81,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1011121,153.88,3,2,2,¦³,¦³,12700000,82532,©Y¹D¥­­±,43.72,0,,RPXOMLQLLHKFFCB48CA
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¬KªÀ¨½¸qªÚµó1~30¸¹,23.01,¦í,,,10402,¤g¦a1«Øª«1¨®¦ì2,¤Q¥|¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030520,189.17000000000002,3,2,2,¦³,¦³,11150000,58942,©Y¹D¥­­±,0.0,0,,RPRNMLRLLHKFFCB87CA
