╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~ды,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
ен┬э░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелен┬э░╧┤_е╣╕ЇдGмq121~150╕╣,28.04,жэ,,,10402,дgжa1л╪кл1иожь1,д╗╝h,13,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0960202,141.8,3,2,2,ж│,ж│,7200000,50776,йY╣Dенн▒,0.0,0,,RPOQMLOLLHKFFGH58CA
ен┬э░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелен┬э░╧лnен╕Ї121~150╕╣,28.25,жэ,,,10403,дgжa1л╪кл1иожь1,е|╝h,13,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030711,187.93,4,2,2,ж│,ж│,7200000,37725,йY╣Dенн▒,30.21,1250000,,RPPNMLKMLHKFFGH08CA
ен┬э░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелен┬э░╧лnен╕Ї121~150╕╣,24.52,жэ,,,10403,дgжa1л╪кл1иожь1,дE╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030711,164.14999999999998,3,2,2,ж│,ж│,7000000,42930,йY╣Dенн▒,30.21,1250000,,RPSNMLKMLHKFFGH38CA
ен┬э░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелен┬э░╧лnен╕Ї121~150╕╣,24.52,жэ,,,10403,дgжa1л╪кл1иожь1,дC╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030711,162.14,3,2,2,ж│,ж│,7100000,45166,йY╣Dенн▒,28.19,1050000,,RPTNMLKMLHKFFGH48CA
ен┬э░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелен┬э░╧└Їлn╕Ї66л╤18з╦14█┴1~30╕╣,36.09,жэ,,,10402,дgжa1л╪кл2иожь1,д@╝h,6,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0791217,177.79,3,3,3,ж│,╡L,8800000,49497,д╔н░енн▒,0.0,0,,RPRNMLNLLHKFFGH48CA
ен┬э░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелен┬э░╧┤щжw╕Ї1~30╕╣,18.17,░╙,,,10312,дgжa2л╪кл1иожь1,д╗╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1021212,135.25,2,2,1,ж│,ж│,5010000,39902,йY╣Dенн▒,37.26,1100000,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPTNMLNLLHKFFGH68CA
ен┬э░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелен┬э░╧й╡ен╕ЇдGмq1~30╕╣,9.57,жэ,,,10403,дgжa1л╪кл1иожь1,дT╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1011029,109.63,2,1,1,ж│,ж│,6200000,56554,йY╣D╛ў▒ё,0.0,0,,RPUNMLNLLHKFFGH78CA
ен┬э░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелен┬э░╧╝wи|╕ЇдGмq151~180╕╣,16.39,жэ,,,10402,дgжa1л╪кл1иожь1,дT╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0971001,129.35,2,2,1,ж│,ж│,6370000,49246,йY╣Dенн▒,0.0,0,,RPRNMLKLLHKFFGH18CA
ен┬э░╧,й╨жa(дgжa+л╪кл),оч╢щелен┬э░╧└Їлn╕ЇдGмq1~30╕╣,9.91,░╙,,,10402,дgжa1л╪кл1иожь0,дK╝h,24,┐ьд╜░╙╖~дj╝╙,░╙╖~е╬,┐√╡м▓V╛одg│y,0820412,153.66,0,0,0,╡L,ж│,5150000,33516,,0.0,0,,RPVNMLKLLHKFFGH58CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧л╪╝w╕Ї511~540╕╣,39.1,жэ,,,10306,дgжa1л╪кл1иожь2,д╗╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030526,229.32,3,2,2,ж│,ж│,11160000,53280,йY╣Dенн▒,56.46,1950000,,RPQOMLLMLHKFFFH28CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧л╪╝w╕Ї511~540╕╣,31.61,жэ,,,10308,дgжa1л╪кл1иожь1,дQд@╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030526,170.54000000000002,3,2,2,ж│,ж│,8300000,51906,йY╣Dенн▒,29.9,1000000,,RPROMLLMLHKFFFH38CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧л╪╝w╕Ї241~270╕╣,20.44,░╙,,,10208,дgжa1л╪кл1иожь1,е|╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031006,175.14,3,1,2,ж│,ж│,10470000,67374,йY╣Dенн▒,37.55,1200000,,RPWNMLMJMHKFFFH68CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧л╪╝w╕Ї241~270╕╣,15.25,░╙,,,10205,дgжa1л╪кл1иожь1,д╗╝h,18,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031006,139.43,2,1,1,ж│,ж│,7720000,63997,йY╣Dенн▒,37.55,1200000,,RPXNMLMJMHKFFFH78CA
дK╝w░╧,й╨жa(дgжa+л╪кл),оч╢щелдK╝w░╧к°┐│╕Ї691~720╕╣,71.84,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10403,дgжa1л╪кл1иожь0,е■,5,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0940707,217.02,3,2,2,ж│,ж│,8500000,39167,,0.0,0,,RPXOMLKMLHKFFFH88CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧л╪╝w╕Ї481~510╕╣,41.5,жэ,,,10309,дgжa1л╪кл1иожь2,дK╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030526,240.63,3,2,2,ж│,ж│,12250000,54841,йY╣Dенн▒,56.46,2150000,,RPTNMLLJMHKFFFH28CA
дK╝w░╧,й╨жa(дgжa+л╪кл),оч╢щелдK╝w░╧кFлi╡є490л╤182з╦1~30╕╣,134.11,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10403,дgжa2л╪кл1иожь0,е■,5,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030902,301.8,4,2,5,ж│,ж│,17100000,56660,,0.0,0,,RPSNMLNLLHKFFFH48CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧нл╝y╡є150л╤36з╦1~30╕╣,26.08,жэ,,,10403,дgжa1л╪кл1иожь1,е|╝h,7,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0851012,138.72,4,2,2,ж│,ж│,6400000,46136,йY╣Dенн▒,26.91,0,,RPXNMLKLLHKFFFH68CA
дK╝w░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдK╝w░╧д╜╢щ╕Ї61~90╕╣,48.91,жэ,,,10011,дgжa1л╪кл2иожь2,е|╝h,23,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030430,267.92,3,2,2,ж│,ж│,12200000,47872,йY╣Dенн▒,56.94,2100000,,RPSSMLTKLHKFFFH86CA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧┐│дд╡є31~60╕╣,19.52,░╙,,,10402,дgжa1л╪кл1иожь1,дQ╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0951105,197.8,4,2,2,ж│,ж│,9100000,46006,йY╣Dенн▒,0.0,0,,RPUNMLRLLHKFFEH98CA
─кж╦░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел─кж╦░╧лnдs╕Їд@мq31~60╕╣,11.33,жэ,,,10312,дgжa1л╪кл1иожь1,дG╝h,20,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840811,177.13,3,2,2,ж│,ж│,7447000,42043,йY╣Dенн▒,0.0,0,,RPPNMLNJMHKFFEH97CA
дj╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдj╢щ░╧╗тпше_╕Їе|мq391~420╕╣,27.01,жэ,,,10402,дgжa1л╪кл1иожь1,д╗╝h,10,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0971002,184.89,3,2,2,ж│,ж│,10800000,58413,йY╣Dенн▒,0.0,0,,RPPOMLKKMHKFFEH87CA
─кж╦░╧,й╨жa(дgжa+л╪кл),оч╢щел─кж╦░╧е·й·╕ЇдGмq1~30╕╣,22.73,жэ,,,10402,дgжa1л╪кл1иожь0,е|╝h,7,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820608,148.2,3,2,2,ж│,ж│,7375000,49764,,0.0,0,,RPTOMLTKLHKFFEH09CA
╖sл╬░╧,дgжa,е█╜Uдlмqе█╜Uдlдpмq1531~1560жa╕╣,1690.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3820815,2261,,0.0,0,,RPQNMLSJMHKFFDH48CA
╖sл╬░╧,дgжa,дUе╨д▀дlмqн√▓┬дpмq961~990жa╕╣,1400.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4855200,3468,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCдgжaдм┤лйш└vдзецйЎбC,RPPNMLQKMHKFFDH28CA
╖sл╬░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖sл╬░╧дддsжш╕ЇдGмq1~30╕╣,57.22,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10402,дgжa1л╪кл1иожь1,дT╝hбAе|╝hбAл╬│╗мЁеXкл,4,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840722,215.18,4,2,2,ж│,╡L,4000000,18589,йY╣Dенн▒,0.0,0,,RPUPMLRJMHKFFDH98CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖и▒Ў░╧дддsе_╕Їд@мq390л╤61~90╕╣,16.98,жэ,,,10402,дgжa1л╪кл1иожь1,дQе|╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031105,134.45,2,2,1,ж│,ж│,5050000,45228,йY╣Dенн▒,46.01,1050000,,RPROMLMJMHKFFDH08CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖и▒Ў░╧дддsе_╕Їд@мq390л╤61~90╕╣,23.58,жэ,,,10402,дgжa1л╪кл1иожь1,дн╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031105,169.26999999999998,3,2,2,ж│,ж│,6500000,44621,йY╣Dенн▒,46.01,1000000,,RPSOMLMJMHKFFDH18CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖и▒Ў░╧дддsе_╕Їд@мq390л╤61~90╕╣,23.58,жэ,,,10402,дgжa1л╪кл1иожь1,дK╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031105,169.26999999999998,3,2,2,ж│,ж│,6780000,46487,йY╣Dенн▒,46.01,1050000,,RPTOMLMJMHKFFDH28CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖и▒Ў░╧дддsе_╕Їд@мq390л╤61~90╕╣,23.58,жэ,,,10402,дgжa1л╪кл1иожь1,дG╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031105,169.15,3,2,2,ж│,ж│,6110000,41497,йY╣Dенн▒,46.01,1000000,,RPVOMLMJMHKFFDH48CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖и▒Ў░╧дддsе_╕Їд@мq390л╤61~90╕╣,23.58,жэ,,,10402,дgжa1л╪кл1иожь1,дT╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031105,167.25,3,2,2,ж│,ж│,6360000,43891,йY╣Dенн▒,43.99,950000,,RPWOMLMJMHKFFDH58CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖и▒Ў░╧дддsе_╕Їд@мq390л╤61~90╕╣,23.58,жэ,,,10402,дgжa1л╪кл1иожь1,дG╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031105,169.37,3,2,2,ж│,ж│,6150000,41748,йY╣Dенн▒,46.01,1000000,,RPXOMLMJMHKFFDH68CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖и▒Ў░╧дддsе_╕Їд@мq390л╤61~90╕╣,23.58,жэ,,,10402,дgжa1л╪кл1иожь1,дK╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1031105,169.15,3,2,2,ж│,ж│,6500000,44259,йY╣Dенн▒,46.01,1050000,,RPOPMLMJMHKFFDH87CA
╖и▒Ў░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щел╖и▒Ў░╧╖ч╖╦╕ЇдGмq151~180╕╣,63.98,жэ,,,10402,дgжa1л╪кл1иожь2,е■,3,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0950904,270.9,5,1,3,ж│,ж│,13890000,51275,йY╣Dенн▒,0.0,0,,RPWNMLQLLHKFFDH98CA
╖sл╬░╧,дgжa,дQдн╢бмqдQдн╢бдpмq841~870жa╕╣,2795.0,,пSйw╣A╖~░╧,╣Aкке╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,13527000,4840,,0.0,0,,RPRPMLTKLHKFFDH88CA
╖sл╬░╧,дgжa,кF╢╒мqе╥└Yнэдpмq631~660жa╕╣,534.8,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,10401,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7000000,13089,,0.0,0,,RPSOMLKLLHKFFDH08CA
└s╝ц░╧,дgжa,жие\мq1561~1590жa╕╣,3214.64,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,10312,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,87518700,27225,,0.0,0,,RPSPMLMJMHKFFCH18CA
└s╝ц░╧,й╨жa(дgжa+л╪кл),оч╢щел└s╝ц░╧╕tлF╕Ї211~240╕╣,20.12,,╢mз°░╧,дA║╪л╪┐vе╬жa,10401,дgжa1л╪кл1иожь0,дT╝h,6,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030207,74.1,2,2,1,ж│,ж│,3200000,43185,,0.0,0,,RPVPMLMJMHKFFCH48CA
└s╝ц░╧,дgжa,дн║╓мq1051~1080жa╕╣,77.87,жэ,,,10402,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6000000,77051,,0.0,0,,RPQOMLKLLHKFFCH77CA
дj╖╦░╧,й╨жa(дgжa+л╪кл),оч╢щелдj╖╦░╧╣┤╖Rд@╡є6л╤1~30╕╣,86.35,жэ,,,10312,дgжa1л╪кл2иожь0,е■,5,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0920812,189.93,4,2,2,ж│,╡L,8500000,44753,,0.0,0,,RPSPMLKLLHKFFCH08CA
└s╝ц░╧,й╨жa(дgжa+л╪кл),оч╢щел└s╝ц░╧дjжP╕Ї100л╤1~30╕╣,73.94,жэ,,,10402,дgжa2л╪кл1иожь0,е■,4,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0790323,190.57,4,2,2,ж│,╡L,6150000,32272,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPTPMLKLLHKFFCH18CA
└s╝ц░╧,й╨жa(дgжa+л╪кл),оч╢щел└s╝ц░╧┤ў▒цдG╕Ї99л╤31~60╕╣,108.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,10312,дgжa1л╪кл1иожь0,е■,3,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0961026,205.66,4,2,2,ж│,╡L,8450000,41087,,0.0,0,,RPUPMLKLLHKFFCH28CA
└s╝ц░╧,й╨жa(дgжa+л╪кл),оч╢щел└s╝ц░╧е┴е═╕Ї177л╤3з╦1~30╕╣,31.97,,╢mз°░╧,дA║╪л╪┐vе╬жa,10402,дgжa1л╪кл1иожь0,дT╝h,4,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0810123,84.56,2,2,1,ж│,╡L,1900000,22469,,0.0,0,,RPWPMLKLLHKFFCH48CA
дj╖╦░╧,й╨жa(дgжa+л╪кл),оч╢щелдj╖╦░╧ж█▒j╡є54л╤2з╦1~30╕╣,41.47,жэ,,,10403,дgжa1л╪кл1иожь0,е■,1,│zд╤нэ,жэоaе╬,┐j│y,0681113,33.95,1,1,1,ж│,╡L,650000,19146,,0.0,0,,RPRNMLTKLHKFFCH58CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧╖O┤fдT╡є91~120╕╣,22.24,жэ,,,10402,дgжa1л╪кл1иожь1,дK╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830607,162.86,3,2,2,ж│,ж│,10800000,66315,йY╣Dенн▒,0.0,0,,RPXPMLKLMHKFFBH58CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧║aжwдQдн╡є61~90╕╣,23.5,жэ,,,10402,дgжa1л╪кл1иожь1,дT╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830304,148.95,3,2,2,ж│,ж│,3900000,26183,йY╣Dенн▒,0.0,0,,RPQPMLOKMHKFFBH18CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧╢└┐│╡є91~120╕╣,26.73,жэ,,,10402,дgжa1л╪кл1иожь0,дC╝h,7,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830527,148.98,3,2,2,ж│,ж│,6280000,42153,йY╣Dенн▒,0.0,0,,RPSPMLPKMHKFFBH48CA
дд├c░╧,дgжa,дд╝dмq451~480жa╕╣,5.03,жэ,,,10312,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,303800,60398,,0.0,0,,RPUQMLNLLHKFFBH58CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧лC░╙╕Ї121~150╕╣,20.8,жэ,,,10312,дgжa1л╪кл1иожь1,дQе|╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030718,194.19,3,2,2,ж│,ж│,15680000,83910,йY╣Dенн▒,19.24,1000000,,RPRPMLNLLHKFFBH18CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧лC░╙╕Ї121~150╕╣,15.2,жэ,,,10312,дgжa1л╪кл1иожь1,д╗╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030718,145.31,3,2,2,ж│,ж│,11190000,80828,йY╣Dенн▒,19.24,1000000,,RPSPMLNLLHKFFBH28CA
дд├c░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелдд├c░╧лC░╙╕Ї121~150╕╣,21.2,жэ,,,10402,дgжa1л╪кл1иожь1,дQд@╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1030718,194.16,4,2,2,ж│,ж│,15410000,82381,йY╣Dенн▒,19.24,1000000,,RPTPMLNLLHKFFBH38CA
дд├c░╧,дgжa,дд╝dмq451~480жa╕╣,1.3,жэ,,,10312,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,78000,60000,,0.0,0,,RPOQMLNLLHKFFBH97CA
дд├c░╧,дgжa,дд╝dмq451~480жa╕╣,3.75,жэ,,,10311,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,226000,60267,,0.0,0,,RPPQMLNLLHKFFBH08CA
дд├c░╧,дgжa,дд╝dмq451~480жa╕╣,7.34,жэ,,,10312,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,443600,60436,,0.0,0,,RPQQMLNLLHKFFBH18CA
дд├c░╧,дgжa,дд╝dмq451~480жa╕╣,2.31,жэ,,,10312,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,139400,60346,,0.0,0,,RPRQMLNLLHKFFBH28CA
дд├c░╧,дgжa,▒╥дхмq601~630жa╕╣,6066.09,,пSйw╣A╖~░╧,╣Aкке╬жa,10403,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,133950000,22082,,0.0,0,,RPQRMLNLLHKFFBH28CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧мKдщ╕Ї1441~1470╕╣,36.37,жэ,,,10402,дgжa1л╪кл1иожь1,дQдG╝h,15,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0951116,205.76,4,2,2,ж│,ж│,12500000,60750,йY╣Dенн▒,0.0,0,,RPUPMLPKMHKFFAH58CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧дjж│╕Ї451~480╕╣,32.98,жэ,,,10312,дgжa1л╪кл1иожь1,д╗╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030610,209.24,4,2,2,ж│,ж│,14460000,75745,йY╣Dенн▒,37.48,1450000,,RPVNMLNKMHKFFAH28CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧дjж│╕Ї451~480╕╣,33.46,жэ,,,10403,дgжa1л╪кл1иожь2,дн╝h,14,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030610,246.72,4,2,2,ж│,ж│,14000000,64043,йY╣Dенн▒,74.96,3000000,,RPXNMLNKMHKFFAH48CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧дj┐│╕Ї120л╤1~30╕╣,29.42,жэ,,,10402,дgжa1л╪кл1иожь2,дE╝h,10,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1030418,215.48000000000002,3,2,2,ж│,ж│,11160000,65711,йY╣Dенн▒,91.3,3000000,,RPPNMLMJMHKFFAH47CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧ж┐лnдQ╡є32л╤1~30╕╣,11.86,жэ,,,10401,дgжa1л╪кл1иожь0,д╗╝h,12,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0821104,77.66,3,1,1,ж│,ж│,3730000,48030,,0.0,0,,RPVPMLRLLHKFFAH88CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧дj┐│жш╕ЇдGмq139л╤121~150╕╣,21.16,жэ,,,10402,дgжa1л╪кл1иожь1,дQ╝h,13,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0970424,155.95,3,2,2,ж│,ж│,9800000,62841,йY╣Dенн▒,0.0,0,,RPTNMLLMLHKFFAH97CA
оч╢щ░╧,дgжa,оч╢щмqд╜└]└Yдpмq1~30жa╕╣,30.0,░╙,,,10401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7920000,264000,,0.0,0,,RPTOMLPLLHKFFAH38CA
оч╢щ░╧,й╨жa(дgжa+л╪кл),оч╢щелоч╢щ░╧жw╝y╡є133л╤1~30╕╣,10.99,жэ,,,10402,дgжa1л╪кл1иожь0,дQе|╝h,16,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830411,93.52000000000001,3,2,2,ж│,ж│,4680000,50043,,0.0,0,,RPOQMLPLLHKFFAH08CA
оч╢щ░╧,й╨жa(дgжa+л╪кл)+иожь,оч╢щелоч╢щ░╧дj╖~╕Їд@мq121~150╕╣,29.79,жэ,,,10402,дgжa1л╪кл1иожь1,дн╝h,19,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0911007,256.86,4,2,2,ж│,ж│,15580000,60656,йY╣Dенн▒,0.0,0,,RPVNMLNLLHKFFAH28CA
